id,Province name,development,culture,religion,Trade Goods
1978,Shetlands,3,norwegian,catholic,fish
1979,Faroes,3,icelandic,catholic,fish
1980,Sea of Japan,0,,,
1981,Bornholm,3,danish,catholic,fish
1982,Blekinge,5,danish,catholic,naval_supplies
1983,Lolland,8,danish,catholic,fish
1984,Nordjylland,7,danish,catholic,fish
1985,Narke,6,swedish,catholic,iron
1986,New Caledonia,3,melanesian,animism,unknown
1987,Society Islands,3,polynesian,animism,unknown
1988,Rapa Nui,3,polynesian,animism,unknown
1989,Tonga,8,polynesian,animism,naval_supplies
1990,Tuvalu,3,polynesian,animism,unknown
1991,Gilbert Islands,3,polynesian,animism,unknown
1992,Nauru,3,polynesian,animism,unknown
1993,Masrshall Islands,3,polynesian,animism,unknown
1994,Wake,3,polynesian,animism,unknown
1995,Micronesia,3,polynesian,animism,unknown
1997,Midway,3,polynesian,animism,unknown
1998,Christmas Island,3,,,unknown
1999,Cocos Island,3,,,unknown
2000,Qinghai Lake,0,,,
2001,Siling Lake,0,,,
2002,Galapagos Islands,3,cara,animism,unknown
2003,Ktunaxa,4,shoshone,totemism,unknown
2004,Niitsitapi,3,blackfoot,totemism,fur
2005,Asinaan,3,blackfoot,totemism,unknown
2006,Apsaalooke,3,blackfoot,totemism,fur
2007,Arikara,3,pawnee,totemism,unknown
2008,Yankton,3,pawnee,totemism,unknown
2009,Teton,3,pawnee,totemism,unknown
2010,Connecticut,6,pequot,totemism,fish
2011,Shenandoah,5,powhatan,totemism,unknown
2012,Arsigantegok,6,abenaki,totemism,unknown
2013,Kennebec,10,abenaki,totemism,unknown
2014,Natchitoches,5,caddo,totemism,unknown
2015,Nipigon,3,anishinabe,totemism,fur
2016,Bungi,3,nakota,totemism,fur
2017,Nehiyawewin,3,chipewyan,totemism,unknown
2018,Tsuutina,3,athabascan,totemism,unknown
2019,Nimiipu,3,chinook,totemism,unknown
2020,Bannock,3,shoshone,totemism,fur
2021,Miwok,4,yokuts,totemism,unknown
2022,Haida,3,haida,totemism,fish
2023,Munsee,6,delaware,totemism,unknown
2024,Ajuuran,3,somali,sunni,fish
2025,South Georgia,3,,,unknown
2026,Tanjore,10,tamil,hinduism,cloth
2027,Arcot,8,tamil,hinduism,iron
2028,Mahur,5,telegu,hinduism,tropical_wood
2029,South Kanara,8,kannada,hinduism,tropical_wood
2030,Goa,9,marathi,hinduism,spices
2031,Morasanadu,8,kannada,hinduism,grain
2032,Malenadu,6,kannada,hinduism,coffee
2033,Savanaur,11,kannada,hinduism,cotton
2034,Pune,11,marathi,hinduism,grain
2035,Gulbarga,9,kannada,hinduism,grain
2036,Baglana,6,marathi,hinduism,grain
2037,Warangal,6,telegu,hinduism,cotton
2038,Midnapore,11,bengali,hinduism,spices
2039,Sunderbans,3,bengali,hinduism,grain
2040,Sadiya,6,assamese,hinduism,tea
2041,Manipur,5,chin,animism,cloth
2042,Koch Hajo,6,assamese,hinduism,cotton
2043,Balasore,10,oriya,hinduism,cloth
2044,Bhagalpur,8,bengali,hinduism,silk
2045,Barind,10,kochi,hinduism,cloth
2046,Nasirabad,8,bengali,hinduism,cotton
2047,Tirhut,13,bihari,hinduism,dyes
2048,Garjat,3,garjati,hinduism,tropical_wood
2049,Khurda,5,garjati,hinduism,grain
2050,Chanda,5,gondi,hinduism,tropical_wood
2051,Bhavnagar,8,saurashtri,hinduism,salt
2052,Navanagar,5,saurashtri,hinduism,gems
2053,Patan,7,gujarati,hinduism,cloth
2054,Ahmadabad,11,gujarati,hinduism,paper
2055,Gorakhpur,8,bihari,hinduism,grain
2056,Rewa Kantha,6,gujarati,hinduism,wool
2057,Bhelsa,10,malvi,hinduism,cloth
2058,Mewar,9,rajput,hinduism,gold
2059,Kalpi,9,vindhyan,hinduism,cloth
2060,Upper Doab,16,kanauji,hinduism,cloth
2061,Katehar,8,kanauji,hinduism,cotton
2062,Panipat,13,kanauji,hinduism,cotton
2063,Etawah,13,kanauji,hinduism,dyes
2064,Shekhawati,5,rajput,hinduism,copper
2065,Bhattiana,7,rajput,hinduism,livestock
2066,Nagaur,5,rajput,hinduism,livestock
2067,Gorwar,9,rajput,hinduism,cotton
2068,Siwistan,3,baluchi,sunni,wool
2069,Kumaon,3,pahari,hinduism,naval_supplies
2070,Chaubisi Rajya,8,nepali,hinduism,naval_supplies
2071,Limbuwan,4,nepali,vajrayana,wool
2072,Bhakkar,6,sindhi,sunni,cotton
2073,Baltistan,3,kashmiri,buddhism,wool
2074,Ladakh,3,tibetan,vajrayana,wool
2075,Doaba,16,panjabi,hinduism,dyes
2076,Sialkot,10,panjabi,hinduism,paper
2077,Margalla,7,panjabi,hinduism,iron
2078,Sind Sagar,5,panjabi,sunni,livestock
2079,Derajat,7,panjabi,sunni,wool
2080,Srikakulam,5,oriya,hinduism,sugar
2081,Lakhnor,8,bengali,hinduism,naval_supplies
2082,Raipur,7,gondi,hinduism,grain
2083,Kosta,8,telegu,hinduism,cotton
2084,Konaseema,11,telegu,hinduism,cloth
2085,Tiruchirapalli,8,tamil,hinduism,cotton
2086,Cholistan,5,panjabi,sunni,livestock
2087,Ajmer,8,rajput,hinduism,salt
2088,Umarkot,3,sindhi,sunni,wool
2089,Chaul,10,marathi,hinduism,cloth
2090,Kurnool,5,telegu,hinduism,iron
2091,Tripura,3,chin,hinduism,tropical_wood
2092,Mahadeo,3,gondi,hinduism,tropical_wood
2093,Mandsaur,8,malvi,hinduism,spices
2094,Bahreich,9,avadhi,hinduism,cotton
2095,Varanasi,10,bihari,,silk
2096,Damin,3,jharkhandi,hinduism,ivory
2097,Bagelkhand,5,vindhyan,hinduism,naval_supplies
2098,Surguja,3,jharkhandi,hinduism,cotton
2099,Kandy,7,sinhala,buddhism,gems
2100,Vanni,6,tamil,hinduism,gems
2101,Tirunelveli,8,tamil,hinduism,gems
2102,Urkan,5,evenk,tengri_pagan_reformed,fur
2103,Udi,3,manchu,tengri_pagan_reformed,fur
2104,Birija,3,manchu,tengri_pagan_reformed,fur
2105,Kuru,4,manchu,tengri_pagan_reformed,naval_supplies
2106,Furdan,15,manchu,tengri_pagan_reformed,naval_supplies
2107,Ningguta,7,manchu,confucianism,iron
2108,Huncun,15,manchu,confucianism,naval_supplies
2109,Boduna,9,chahar,vajrayana,iron
2110,Yehe,9,manchu,confucianism,fur
2111,Hetu Ala,13,manchu,confucianism,iron
2112,Andong,5,manchu,confucianism,grain
2113,Gaizhou,7,shandong_culture,confucianism,fish
2114,Ereen,7,mongol,vajrayana,livestock
2115,Chahar,7,mongol,vajrayana,livestock
2116,Ih Huree,7,khalkha,tengri_pagan_reformed,fur
2117,Zasagt,4,khalkha,tengri_pagan_reformed,livestock
2118,Urzhar,3,oirats,sunni,salt
2119,Chuguchak,4,oirats,sunni,fur
2120,Ili,7,uyghur,sunni,grain
2121,Kuqa,7,uyghur,sunni,gold
2122,Hami,8,oirats,vajrayana,grain
2123,Qakilik,4,oirats,vajrayana,livestock
2124,Yarkand,7,uyghur,sunni,wool
2125,Kochkor,7,kirgiz,sunni,wool
2126,Chuy,4,kirgiz,sunni,wool
2127,Yashilkul,4,uzbehk,shiite,livestock
2128,Ngari,3,tibetan,vajrayana,gold
2129,Changtang,0,,,
2130,Nyingchi,4,tibetan,vajrayana,grain
2131,Qamdo,4,tibetan,vajrayana,spices
2132,Markam,4,tibetan,vajrayana,livestock
2133,Dege,4,tibetan,vajrayana,wool
2134,Rebgong,4,tibetan,vajrayana,livestock
2135,Garze,4,tibetan,vajrayana,grain
2136,Xuanhua,8,jin,confucianism,grain
2137,Daming,8,chihan,confucianism,grain
2138,Wuding,11,shandong_culture,confucianism,grain
2139,Laizhou,8,shandong_culture,confucianism,fish
2140,Yanzhou,9,zhongyuan,confucianism,grain
2141,Xuzhou,15,zhongyuan,confucianism,iron
2142,Huai'an,6,jianghuai,confucianism,fish
2143,Fengyang,4,zhongyuan,confucianism,silk
2144,Fuyang,5,zhongyuan,confucianism,grain
2145,Zhenjiang,12,jianghuai,confucianism,naval_supplies
2146,Ningguo,9,wu,confucianism,paper
2147,Huizhou,12,wu,confucianism,paper
2148,Shaoxin,14,wu,confucianism,paper
2149,Ningbo,16,wu,confucianism,naval_supplies
2150,Jinhua,8,wu,confucianism,grain
2151,Poyang,8,gan,confucianism,chinaware
2152,Jianning,6,chimin,confucianism,tea
2153,Tingzhou,5,hakka,confucianism,paper
2154,Kelang,5,polynesian,animism,unknown
2155,Middag,7,polynesian,animism,unknown
2156,Chaochow,14,chimin,confucianism,chinaware
2157,Waichow,17,hakka,confucianism,grain
2158,Shiukwan,10,hakka,confucianism,iron
2159,Leichow,8,chimin,confucianism,sugar
2160,Ngaichow,3,chimin,confucianism,incense
2161,Limchow,7,cantonese,confucianism,incense
2162,Wuchow,4,cantonese,confucianism,copper
2163,Liuzhou,8,zhuang,confucianism,salt
2164,Namnig,4,zhuang,confucianism,grain
2165,Pu'er,6,bai,buddhism,tea
2166,Dehong,4,shan,buddhism,tropical_wood
2167,Lijiang,3,bai,buddhism,tea
2168,Bozhou,6,yi,animism,grain
2169,Langzhong,5,sichuanese,confucianism,grain
2170,Songqu,3,tibetan,vajrayana,livestock
2171,Xiangyang,11,hubei,confucianism,gems
2172,Jingzhou,8,hubei,confucianism,grain
2173,Yuanling,8,miao,animism,tea
2174,Hengyang,9,xiang,animism,gold
2175,Runing,8,zhongyuan,confucianism,cloth
2176,Shangqiu,12,zhongyuan,confucianism,cloth
2177,Ningwu,4,jin,confucianism,grain
2178,Lu'an,7,jin,confucianism,iron
2179,Yan'an,8,jin,confucianism,grain
2180,Tianshui,5,xibei,confucianism,grain
2181,Pingliang,6,xibei,confucianism,livestock
2182,Liangzhou,8,xibei,confucianism,livestock
2183,Taozhou,6,tibetan,vajrayana,chinaware
2184,Xining,8,xibei,vajrayana,salt
2185,Mergen,10,manchu,tengri_pagan_reformed,naval_supplies
2186,Iman,7,manchu,tengri_pagan_reformed,naval_supplies
2187,Sartu,7,chahar,tengri_pagan_reformed,livestock
2188,Alchuka,11,manchu,tengri_pagan_reformed,grain
2189,Tsetserleg,6,khalkha,tengri_pagan_reformed,fur
2190,Qaraqorum,5,khalkha,tengri_pagan_reformed,livestock
2191,Ejin,4,oirats,vajrayana,livestock
2192,Korla,4,uyghur,vajrayana,grain
2193,Govi,3,khalkha,tengri_pagan_reformed,livestock
2194,Kunlun,0,,,
2195,Adyghe,6,circassian,orthodox,livestock
2196,Guria,8,georgian,orthodox,fish
2197,Kabardia,4,circassian,orthodox,wool
2198,Khundzia,7,dagestani,sunni,livestock
2199,Tarki,7,dagestani,sunni,fish
2200,Suleiman Range,0,,,
2201,Alania,3,circassian,orthodox,wool
2202,Melikates,9,armenian,coptic,livestock
2203,Kahketi,9,georgian,orthodox,wine
2204,Kars,8,georgian,orthodox,wine
2205,Nakhchivan,6,armenian,coptic,wine
2206,Urmia,8,kurdish,sunni,wine
2207,Maragheh,6,azerbaijani,shiite,wool
2208,Terek,9,dagestani,sunni,livestock
2209,Ilam,5,kurdish,shiite,wool
2210,Kirmanshah,5,luri,sunni,cloth
2211,Ardalan,7,kurdish,sunni,cloth
2212,Zanjan,7,azerbaijani,sunni,spices
2213,Markazi,8,persian,shiite,cloth
2214,Golestan,7,mazandarani,shiite,tea
2215,Qazvin,8,azerbaijani,sunni,silk
2216,Semnan,6,persian,sunni,gems
2217,Yasuj,3,luri,shiite,cloth
2218,Shiraz,14,persian,shiite,wine
2219,Bandar Langeh,6,persian,sunni,spices
2220,Bam,3,baluchi,sunni,cotton
2221,Mashhad,9,khorasani,shiite,copper
2222,Ardakan,5,persian,sunni,incense
2223,Larestan,6,persian,sunni,iron
2224,Ferah,4,khorasani,sunni,livestock
2225,Bamyan,6,afghani,shiite,dyes
2226,Jalalabad,11,afghani,sunni,livestock
2227,Kunduz,4,afghani,sunni,cotton
2228,Maymana,8,afghani,sunni,cotton
2229,Bust,5,afghani,sunni,livestock
2230,Chakhansur,3,khorasani,sunni,livestock
2231,Bela,5,baluchi,sunni,fish
2232,Kharan,4,baluchi,sunni,livestock
2233,Western Makran,3,baluchi,sunni,fish
2234,Rafsanjan,5,persian,sunni,copper
2235,Sabzevar,5,khorasani,sunni,wool
2236,Bojnord,5,khorasani,sunni,wool
2237,Tekrur,7,fulani,shamanism,unknown
2238,Kantor,3,senegambian,shamanism,ivory
2239,Siine,5,senegambian,shamanism,slaves
2240,Galam,7,fulani,shamanism,unknown
2241,Beafada,3,senegambian,shamanism,slaves
2242,Karou,3,dyola,shamanism,unknown
2243,Termes,3,soninke,sunni,livestock
2244,Tagant,3,fulani,shamanism,unknown
2245,Wagadu,5,soninke,shamanism,wool
2246,Baghena,5,soninke,sunni,wool
2247,Hodh,5,tuareg,sunni,wool
2248,Do,9,mali,shamanism,livestock
2249,Sibiridugu,5,mali,shamanism,spices
2250,Bendugu,7,bozo,shamanism,iron
2251,Bagoe,0,,,
2252,Lobi,5,dyola,shamanism,gold
2253,Gwiriko,3,dyola,shamanism,grain
2254,Bonoman,7,aka,shamanism,tropical_wood
2255,Gyaaman,5,aka,shamanism,coffee
2256,Dagbon,3,dagomba,shamanism,dyes
2257,Denkyira,5,aka,shamanism,coffee
2258,Cape Coast,5,aka,shamanism,unknown
2259,Bara,7,bambara,shamanism,grain
2260,Mema,5,bambara,sunni,grain
2261,Kala,9,bozo,shamanism,fish
2262,Karabara,7,songhai,sunni,fish
2263,Haayre,3,bozo,shamanism,ivory
2264,Hombori,3,songhai,shamanism,livestock
2265,Liptako,3,mossi,shamanism,livestock
2266,Bilanga,3,mossi,shamanism,grain
2267,Tenkodogo,7,mossi,shamanism,livestock
2268,Aribanda,7,songhai,sunni,grain
2269,Zarmaganda,5,songhai,sunni,wool
2270,Dallol,5,songhai,shamanism,grain
2271,Azawagh,3,tuareg,sunni,livestock
2272,Azbin,3,tuareg,sunni,salt
2273,Ader,3,tuareg,sunni,livestock
2274,Air,9,tuareg,sunni,iron
2275,Tenere,3,tuareg,sunni,livestock
2276,Itesan,3,tuareg,sunni,livestock
2277,Kawar,3,tuareg,sunni,salt
2278,Kebbi,5,hausa,shamanism,grain
2279,Daura,7,hausa,sunni,dyes
2280,Biram,5,hausa,sunni,dyes
2281,Rano,5,hausa,sunni,dyes
2282,Muniyo,5,kanuri,sunni,grain
2283,Bedde,3,kanuri,sunni,grain
2284,Manga,5,kanuri,sunni,livestock
2285,Marghi,3,kanuri,shamanism,grain
2286,Logone,5,kanuri,shamanism,ivory
2287,Kotoko,7,kanuri,sunni,grain
2288,Yao,7,bilala,sunni,grain
2289,Ondo,5,yorumba,shamanism,coffee
2290,Ijebu,5,yorumba,shamanism,slaves
2291,Ketu,5,yorumba,shamanism,slaves
2292,Moshi,3,yorumba,shamanism,tropical_wood
2293,Yawuri,3,hausa,shamanism,coffee
2294,Warri,3,yorumba,shamanism,slaves
2295,Atakora,3,dagomba,shamanism,tropical_wood
2296,Biga,11,turkish,sunni,naval_supplies
2297,Saruhan,8,turkish,sunni,cotton
2298,Tekke,8,turkish,sunni,cotton
2299,Bolu,6,turkish,sunni,fish
2300,Bozok,8,turkish,sunni,grain
2301,Kayseri,8,turkish,sunni,iron
2302,Icel,6,turkish,sunni,naval_supplies
2303,Malatya,6,turkish,shiite,cloth
2304,Canik,6,pontic_greek,orthodox,wine
2305,Erzincan,8,armenian,coptic,copper
2306,Mush,9,armenian,coptic,wool
2307,Van,8,armenian,coptic,wool
2308,Urfa,8,kurdish,sunni,wool
2309,Sinjar,6,al_iraqiya_arabic,sunni,sugar
2310,Tikrit,8,al_iraqiya_arabic,sunni,livestock
2311,Samawah,8,al_iraqiya_arabic,shiite,spices
2312,Wasit,8,al_iraqiya_arabic,sunni,grain
2313,Antioch,11,al_suryah_arabic,sunni,cloth
2314,Rahba,3,al_iraqiya_arabic,sunni,grain
2315,Suez,5,al_misr_arabic,sunni,livestock
2316,Al Gharbia,12,al_misr_arabic,sunni,grain
2317,Minya,8,al_misr_arabic,sunni,sugar
2318,Bahiriya,4,al_misr_arabic,sunni,livestock
2319,Manfalut,5,al_misr_arabic,sunni,cotton
2320,Ras Gharib,3,al_misr_arabic,sunni,fish
2321,Queseer,3,al_misr_arabic,sunni,livestock
2322,Wadi Halfa,3,nubian,coptic,livestock
2323,Sahra an Nubyah,3,nubian,coptic,slaves
2324,Halaib,3,beja,sunni,slaves
2325,Tarrana,3,al_misr_arabic,sunni,fish
2326,Bardiyah,3,al_misr_arabic,sunni,livestock
2327,Maan,5,bedouin_arabic,sunni,livestock
2328,Al Ula,3,bedouin_arabic,sunni,salt
2329,Yanbu,3,hejazi_culture,sunni,cloth
2330,Ma'din Sulaym,3,hejazi_culture,sunni,livestock
2331,Jeddah,6,hejazi_culture,sunni,incense
2332,Turubah,3,hejazi_culture,sunni,livestock
2333,Abd al-Qays,3,gulf_arabic,shiite,fish
2334,Badiyat ash Sham,0,,,
2335,Dawasir,4,bedouin_arabic,sunni,wool
2336,Aflaj,3,bedouin_arabic,sunni,livestock
2337,Buraydeh,3,bedouin_arabic,sunni,livestock
2338,Hafar,3,bedouin_arabic,sunni,livestock
2339,Yabrin,3,bedouin_arabic,sunni,grain
2340,Grane,3,gulf_arabic,sunni,fish
2341,Sharqiyah,3,omani_culture,ibadi,copper
2342,Wusta,3,mahri_culture,sunni,incense
2343,Kathiri,4,yemeni_culture,sunni,livestock
2344,Marib,3,yemeni_culture,shiite,livestock
2345,Beihan,6,yemeni_culture,shiite,livestock
2346,Jazan,7,hejazi_culture,shiite,fish
2347,Hofuf,4,gulf_arabic,shiite,spices
2348,Chios,5,greek,orthodox,wine
2349,Kizil-Su,3,turkmeni,sunni,fish
2350,Konjikala,3,turkmeni,sunni,copper
2351,Shekty,3,khazak,sunni,livestock
2352,Alty-Kuduk,9,khazak,sunni,fish
2353,Tortkara,3,khazak,sunni,naval_supplies
2354,Shegendyk,6,khazak,sunni,iron
2355,Narym,3,khazak,sunni,fish
2356,Shymkent,3,uzbehk,sunni,tea
2357,Aksary,3,khazak,sunni,naval_supplies
2358,Altyn,6,khazak,sunni,livestock
2359,Baganaly,3,khazak,sunni,grain
2360,Tobykty,3,khazak,sunni,wool
2361,Dzhaman-Kuduk,3,khazak,sunni,grain
2362,Gurganj,3,turkmeni,sunni,wool
2363,Atakent,3,khazak,sunni,livestock
2364,Talas,6,kirgiz,sunni,iron
2365,Orda,3,nogaybak,sunni,livestock
2366,Utva,3,nogaybak,sunni,livestock
2367,Lower Yik,6,nogaybak,sunni,livestock
2368,Karamegdan,6,khazak,sunni,wool
2369,Lower Ishim,3,khazak,sunni,iron
2370,Kungirot,3,nogaybak,sunni,livestock
2371,Song La,6,lao,animism,tea
2372,Hai Phong,13,vietnamese,mahayana,naval_supplies
2373,Hue,13,vietnamese,mahayana,incense
2374,Kauthara,10,cham,hinduism,incense
2375,Tay Nguyen,6,cham,animism,tea
2376,Prek Russey,9,khmer,hinduism,grain
2377,Teuk Khmao,10,khmer,hinduism,fish
2378,Kratie,5,khmer,animism,grain
2379,Battambang,6,khmer,buddhism,ivory
2380,Phnom Penh,13,khmer,buddhism,iron
2381,Luang Namtha,6,lao,animism,tea
2382,Savanh Nakhone,8,lao,animism,copper
2383,Khukhanor Surin,6,khmer,buddhism,grain
2384,Nong Khai,5,lao,buddhism,silk
2385,Nongbua Lamphu,6,lao,buddhism,grain
2386,Chaiyaphum,5,khmer,buddhism,grain
2387,Phetchaburi,9,central_thai,buddhism,tropical_wood
2388,Phitsanulok,11,central_thai,buddhism,livestock
2389,Phra Bang,13,central_thai,buddhism,tropical_wood
2390,Chaiya,7,central_thai,buddhism,fish
2391,Thalang,10,malayan,sunni,fish
2392,Selangor,8,malayan,sunni,grain
2393,Terengganu,5,malayan,sunni,fish
2394,Kedah,10,malayan,sunni,grain
2395,Hkamti Long,5,kachin,animism,grain
2396,Mong Kawng,7,kachin,buddhism,gems
2397,Tamanthi,4,shan,animism,tea
2398,Thaungdut,5,chin,animism,grain
2399,Pagan,11,burmese,buddhism,tropical_wood
2400,Hsipaw,8,shan,buddhism,grain
2401,Mong Pai,6,karen,animism,tropical_wood
2402,Sandoway,10,arakanese,buddhism,iron
2403,Martaban,8,mon,buddhism,chinaware
2404,Mergui,10,mon,buddhism,chinaware
2405,Bendery,7,romanian,orthodox,wine
2406,Ingil,3,crimean,sunni,wine
2407,Pereyaslav,5,ruthenian,orthodox,grain
2408,Lipetsk,7,mishary,sunni,livestock
2409,Bahmut,5,mishary,sunni,iron
2410,Theodoro,9,goths,orthodox,wine
2411,Mansur,8,crimean,sunni,livestock
2412,Kyzyl-Yar,11,crimean,sunni,salt
2413,Tyn,8,crimean,sunni,livestock
2414,Azaraba,9,crimean,sunni,livestock
2415,Etkara,8,mishary,sunni,livestock
2416,Majar,8,astrakhani,sunni,livestock
2417,Kuma,6,astrakhani,sunni,iron
2418,Ukek,7,astrakhani,sunni,iron
2419,Kanadey,6,kazani,sunni,livestock
2420,Agyidel,11,bashkir,sunni,iron
2421,Juketau,6,kazani,sunni,grain
2422,Veda-Suvar,9,kazani,sunni,grain
2423,Alatyr,8,russian,orthodox,grain
2424,Peremyshl,7,ruthenian,orthodox,livestock
2425,Naryan-Mar,0,,,
2426,Yamal,0,,,
2427,Ostyaki,9,ostyaki,tengri_pagan_reformed,fur
2428,Yugan,3,ostyaki,sunni,fur
2429,Agan,3,ostyaki,sunni,fur
2430,Baykha,3,samoyed,tengri_pagan_reformed,unknown
2431,Uchamin,3,tungus,tengri_pagan_reformed,unknown
2432,Chulym,3,tungus,tengri_pagan_reformed,unknown
2433,Vah,6,ostyaki,tengri_pagan_reformed,fur
2434,Barnaul,3,kirgiz,tengri_pagan_reformed,unknown
2435,Nukhtui,3,yakut,tengri_pagan_reformed,unknown
2436,Chuna,3,tungus,tengri_pagan_reformed,unknown
2437,Seganka,3,tungus,tengri_pagan_reformed,unknown
2438,Kharya,3,yakut,tengri_pagan_reformed,unknown
2439,Yarmanka,3,yukagyr,tengri_pagan_reformed,unknown
2440,Kagyrgyn,3,kamchatkan,tengri_pagan_reformed,fish
2441,Iglino,8,siberian,tengri_pagan_reformed,fur
2442,Ust-Kut,3,buryat,tengri_pagan_reformed,unknown
2443,Kan,3,buryat,tengri_pagan_reformed,unknown
2444,Bashgird,6,bashkir,sunni,gold
2445,Mangazea,7,samoyed,tengri_pagan_reformed,fur
2446,Chara,9,buryat,tengri_pagan_reformed,unknown
2447,Mantrega,5,pontic_greek,orthodox,livestock
2448,Fezzan,3,tunisian,sunni,ivory
2449,Jufra,3,tunisian,sunni,livestock
2450,Ghadames,3,tunisian,sunni,spices
2451,Thubaqt,3,tunisian,sunni,cloth
2452,Zuwarah,3,tunisian,ibadi,fish
2453,Sfax,7,tunisian,sunni,sugar
2454,Kairouan,5,tunisian,sunni,wool
2455,Bizerte,9,tunisian,sunni,grain
2456,Touggourt,3,algerian,sunni,spices
2457,Mzab,3,berber,ibadi,livestock
2458,Kabylia,3,algerian,sunni,salt
2459,Titteri,3,algerian,sunni,grain
2460,Saoura,3,moroccan,sunni,livestock
2461,Dahra,8,algerian,sunni,grain
2462,Ouarsenis,5,berber,sunni,livestock
2463,Maaskar,3,berber,sunni,livestock
2464,Ouarzazate,5,berber,sunni,grain
2465,Oudja,7,berber,sunni,wool
2466,Draa,10,moroccan,sunni,spices
2467,Meknes,10,moroccan,sunni,cloth
2468,Tadla,7,moroccan,sunni,copper
2469,Dukkala,5,moroccan,sunni,grain
2470,Haha,5,berber,sunni,grain
2471,Chott el-Jerid,0,,,
2472,Ouargla,3,berber,ibadi,slaves
2473,Souss,12,tunisian,sunni,sugar
2474,Tajhari,3,tuareg,sunni,unknown
2475,Djado,3,tuareg,sunni,unknown
2476,Kumeyaay,6,piman,totemism,unknown
2477,Yuki,3,chinook,totemism,unknown
2478,Tachi,3,yokuts,totemism,unknown
2479,Maidu,3,yokuts,totemism,unknown
2480,Shasta,3,chinook,totemism,unknown
2481,Klamath,3,chinook,totemism,unknown
2482,Kalapuya,3,chinook,totemism,unknown
2483,Umatilla,3,chinook,totemism,unknown
2484,Quileute,3,salish,totemism,unknown
2485,Chehalis,3,salish,totemism,unknown
2486,Yakima,3,salish,totemism,unknown
2487,Spokane,3,salish,totemism,unknown
2488,Palus,3,salish,totemism,unknown
2489,Bohogue,3,shoshone,totemism,unknown
2490,Goshute,3,shoshone,totemism,unknown
2491,Hualapai,3,piman,totemism,unknown
2492,Chiricahua,3,apache,totemism,unknown
2493,Hopi,3,pueblo,totemism,unknown
2494,Zuni,3,pueblo,totemism,wool
2495,Acoma,5,pueblo,totemism,grain
2496,Jicarilla,3,mescalero,totemism,unknown
2497,Lipiyanes,3,lipan,totemism,unknown
2498,Jumao,3,mescalero,totemism,unknown
2499,Coahuilteco,3,lipan,totemism,unknown
2500,Querecho,3,lipan,totemism,unknown
2501,Piegan,3,blackfoot,totemism,unknown
2502,Haaninin,3,blackfoot,totemism,fur
2503,Ashshipite,3,kiowa,totemism,unknown
2504,Eelalapito,3,blackfoot,totemism,unknown
2505,Tsitsistas,3,pawnee,totemism,unknown
2506,Kuccuntikka,3,shoshone,totemism,unknown
2507,Baachinena,3,wichita,totemism,unknown
2508,Skiri,3,pawnee,totemism,unknown
2509,Utsehta,3,wichita,totemism,unknown
2510,Mandan,3,arapaho,totemism,unknown
2511,Itscheabine,3,nakota,totemism,fur
2512,Wahpekute,3,dakota,totemism,unknown
2513,Moingwena,3,illini,totemism,unknown
2514,Michigamea,3,illini,totemism,unknown
2515,Satuskhdin,3,yoron,totemism,unknown
2516,Adai,4,caddo,totemism,unknown
2517,Mdewakanton,3,dakota,totemism,fur
2518,Noquet,3,anishinabe,totemism,unknown
2519,Kilatika,3,miami,totemism,unknown
2520,Mengkonkia,3,miami,totemism,unknown
2521,Okouara,4,anishinabe,totemism,unknown
2522,Mascouten,3,mesquakie,totemism,unknown
2523,Piankeshaw,3,miami,totemism,unknown
2524,Wabash,3,osage,totemism,grain
2525,Chillicothe,3,shawnee,totemism,fur
2526,Shatteras,3,shawnee,totemism,fur
2527,Chickamauga,3,creek,totemism,fur
2528,Yazoo,5,natchez,totemism,cotton
2529,Natchez,3,natchez,totemism,cotton
2530,Biloxi,5,choctaw,totemism,unknown
2531,Napochi,3,creek,totemism,tobacco
2532,Tohome,5,choctaw,totemism,grain
2533,Chatot,3,creek,totemism,unknown
2534,Yustaga,3,yamasee,totemism,unknown
2535,Calusa,3,yamasee,totemism,unknown
2536,Mayaimi,3,arawak,totemism,unknown
2537,Hitchiti,3,yamasee,totemism,cotton
2538,Yamasee,3,yamasee,totemism,cotton
2539,Mocama,3,yamasee,totemism,unknown
2540,Coweta,3,creek,totemism,tobacco
2541,Saluda,5,catawba,totemism,unknown
2542,Cusabo,5,catawba,totemism,unknown
2543,Waccamaw,5,catawba,totemism,unknown
2544,Yadkin,5,catawba,totemism,unknown
2545,Waxhaw,3,catawba,totemism,unknown
2546,Chicora,5,catawba,totemism,unknown
2547,Roanoke,5,powhatan,totemism,unknown
2548,Tutelo,5,yuchi,totemism,unknown
2549,Moratok,3,powhatan,totemism,unknown
2550,Doeg,5,powhatan,totemism,unknown
2551,Monongahela,3,shawnee,totemism,unknown
2552,Manahoac,3,susquehannock,totemism,unknown
2553,Potomac,5,susquehannock,totemism,unknown
2554,Nanticoke,5,powhatan,totemism,unknown
2555,Honniasont,5,tionontate,totemism,unknown
2556,Juniata,3,susquehannock,totemism,unknown
2557,Atrakwaye,3,susquehannock,totemism,grain
2558,Espachomy,5,delaware,totemism,unknown
2559,Adirondack,3,iroquois,totemism,unknown
2560,Quinnipiac,5,pequot,totemism,unknown
2561,Wampanoag,6,massachusset,totemism,unknown
2562,Pennacook,5,massachusset,totemism,unknown
